location;quadrat;specimen;mussel.species;shell.length;shell.area;sex;valve;inf.lvl;inf.percent;mobility;higher group;epibiont;position;basibiont;abundance;cover;cover.percent;biomass;id pic;notes
Kasouga;7;27;Perna perna;82;2139,1;N;L;B;25-50;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;100,1;4,68;;DSC0381;
Kasouga;7;27;Perna perna;82;2139,1;N;L;B;25-50;sessile;Sedentaria;Spirorbis spp.;II epibiosis;Corallinales;40;21;0,98;0;DSC0381;
Kasouga;7;27;Perna perna;82;2142,7;N;R;B;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;0,361;0,02;0;DSC0380;
Kasouga;7;27;Perna perna;82;2142,7;N;R;B;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;50,712;2,37;;DSC0380;
Kasouga;7;27;Perna perna;82;2142,7;N;R;B;50-75;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;1;19,6;0,91;4,1;DSC0380;
Kasouga;7;27;Perna perna;82;2142,7;N;R;B;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;4;4;0,19;0;DSC0380;around SPIKRA
Kasouga;7;28;Perna perna;82;1758,6;N;L;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;9,5;0,54;;DSC0383;
Kasouga;7;28;Perna perna;82;1758,6;N;L;D;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;2;53,6;3,05;3,1;DSC0383;
Kasouga;7;28;Perna perna;82;1758,6;N;L;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;42;40,7;2,31;0;DSC0383;around SPIKRA
Kasouga;7;28;Perna perna;82;1730,7;N;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;4;13,7;0,79;0;DSC0382;
Kasouga;7;28;Perna perna;82;1730,7;N;R;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;50,9;2,94;;DSC0382;
Kasouga;7;28;Perna perna;82;1730,7;N;R;D;75-100;sessile;Rhodophyta;Corallinales;non infested;Perna perna;1;12,2;0,7;;DSC0382;
Kasouga;7;28;Perna perna;82;1730,7;N;R;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;2,7;0,16;0;DSC0382;
Kasouga;7;29;Perna perna;100;2493,9;N;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;2;9,3;0,37;0;DSC0385;
Kasouga;7;29;Perna perna;100;2493,9;N;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;3;113,2;4,54;5,2;DSC0385;
Kasouga;7;29;Perna perna;100;2493,9;N;L;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;101,4;4,07;;DSC0385;
Kasouga;7;29;Perna perna;100;2441,1;N;R;D;50-75;sessile;Cirripedia;Octomeris angulosa;non infested;Perna perna;2;20,8;0,85;5,02;DSC0384;dead specimens
Kasouga;7;29;Perna perna;100;2441,1;N;R;D;50-75;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;3;106,4;4,36;8,6;DSC0384;
Kasouga;7;29;Perna perna;100;2441,1;N;R;D;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;12,7;0,52;;DSC0384;
Kasouga;7;29;Perna perna;100;2441,1;N;R;D;50-75;sessile;Rhodophyta;Corallinales;non infested;Perna perna;1;3,5;0,14;;DSC0384;
Kasouga;7;29;Perna perna;100;2441,1;N;R;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;321,8;13,18;52,9;DSC0384;
Kasouga;7;29;Perna perna;100;2441,1;N;R;D;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;9;12,1;0,5;0;DSC0384;
Kasouga;7;30;Perna perna;82;1821,2;N;L;D;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;5,6;0,31;;DSC0389;
Kasouga;7;30;Perna perna;82;1821,2;N;L;D;50-75;sessile;Rhodophyta;Corallinales;non infested;Perna perna;1;17,1;0,94;;DSC0389;
Kasouga;7;30;Perna perna;82;1821,2;N;L;D;50-75;sessile;Rhodophyta;Gelidium pristoides;non infested;Perna perna;1;387;21,25;1877,1;DSC0387;
Kasouga;7;30;Perna perna;82;1860,7;N;R;C;50-75;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;2;4,3;0,23;0;DSC0388;
Kasouga;7;30;Perna perna;82;1860,7;N;R;C;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;2;47,8;2,57;;DSC0388;
Kasouga;7;30;Perna perna;82;1860,7;N;R;C;50-75;sessile;Rhodophyta;Corallinales;non infested;Perna perna;1;76,5;4,11;;DSC0388;
Kasouga;7;30;Perna perna;82;1860,7;N;R;C;50-75;sessile;Rhodophyta;Gelidium pristoides;non infested;Perna perna;1;464,8;24,98;571,7;DSC0386;
Kasouga;7;30;Perna perna;82;1860,7;N;R;C;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;1,3;0,07;0;DSC0388;
Kasouga;7;31;Perna perna;92;2323,1;N;L;D;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;23,4;1,01;;DSC0391;
Kasouga;7;31;Perna perna;92;2323,1;N;L;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;99,9;4,3;11;DSC0391;
Kasouga;7;31;Perna perna;92;2285,9;N;R;D;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;2,1;0,09;0;DSC0390;
Kasouga;7;31;Perna perna;92;2285,9;N;R;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;110;4,81;11,2;DSC0390;
Kasouga;7;31;Perna perna;92;2285,9;N;R;D;50-75;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;26;17,8;0,78;0;DSC0390;
Kasouga;7;32;Perna perna;89;1986;F;L;D;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;21;62,7;3,16;0;DSC0393;
Kasouga;7;32;Perna perna;89;1986;F;L;D;50-75;sessile;Rhodophyta;Rhodophyta;II epibiosis;;1;15,7;0,79;0;DSC0393;
Kasouga;7;32;Perna perna;89;1986;F;L;D;50-75;sessile;Rhodophyta;Rhodophyta;non infested;Perna perna;4;16,1;0,81;0;DSC0393;
Kasouga;7;32;Perna perna;89;1952,9;F;R;D;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;1,2;0,06;0;DSC0392;
Kasouga;7;32;Perna perna;89;1952,9;F;R;D;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;139;7,12;11,2;DSC0392;
Kasouga;7;32;Perna perna;89;1952,9;F;R;D;50-75;sessile;Rhodophyta;Rhodophyta;non infested;Perna perna;28;126;6,45;0;DSC0392;
Kasouga;7;33;Perna perna;81;1678;F;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;1;8,8;0,52;0;DSC0395;
Kasouga;7;33;Perna perna;81;1678;F;L;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;22;1,31;;DSC0395;
Kasouga;7;33;Perna perna;81;1678;F;L;D;75-100;sessile;Rhodophyta;Hildenbrandia lecannellieri;infested;Perna perna;1;199,9;11,91;17;DSC0395;
Kasouga;7;33;Perna perna;81;1678;F;L;D;75-100;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;53,7;3,2;19,5;DSC0395;
Kasouga;7;33;Perna perna;81;1678;F;L;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;2,5;0,15;0;DSC0395;
Kasouga;7;33;Perna perna;81;1691,6;F;R;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;2;102,4;6,05;;DSC0394;
Kasouga;7;33;Perna perna;81;1691,6;F;R;D;75-100;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;2;121,1;7,16;20,7;DSC0394;
Kasouga;7;33;Perna perna;81;1691,6;F;R;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;18;12,7;0,75;0;DSC0394;
Kasouga;7;34;Perna perna;84;1901,5;M;L;E;75-100;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;48,9;2,57;2,9;DSC0397;shell deformed
Kasouga;7;34;Perna perna;84;1903,8;M;R;E;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;2;4;0,21;0;DSC0396;
Kasouga;7;34;Perna perna;84;1903,8;M;R;E;75-100;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;9,7;0,51;0,5;DSC0396;
Kasouga;7;34;Perna perna;84;1903,8;M;R;E;75-100;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;1,2;0,06;0,056;DSC0396;
Kasouga;7;35;Perna perna;91;1983,7;F;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;3;12,5;0,63;0;DSC0399;
Kasouga;7;35;Perna perna;91;1983,7;F;L;D;75-100;sessile;Rhodophyta;Rhodophyta;II epibiosis;Juvenile barnacle;1;4,5;0,23;0;DSC0399;
Kasouga;7;35;Perna perna;91;1983,7;F;L;D;75-100;sessile;Rhodophyta;Rhodophyta;infested;Perna perna;1;4,5;0,23;0;DSC0399;
Kasouga;7;35;Perna perna;91;1949,3;F;R;E;50-75;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;4;0,21;0;DSC0398;
Kasouga;7;35;Perna perna;91;1949,3;F;R;E;50-75;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;11;44;2,26;0;DSC0398;
Kasouga;7;35;Perna perna;91;1949,3;F;R;E;50-75;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;86,7;4,45;12,5;DSC0398;
Kasouga;7;35;Perna perna;91;1949,3;F;R;E;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;76,1;3,9;;DSC0398;
Kasouga;7;35;Perna perna;91;1949,3;F;R;E;50-75;sessile;Rhodophyta;Rhodophyta;non infested;Perna perna;24;108;5,54;0;DSC0398;
Kasouga;7;36;Perna perna;62;1167,8;M;L;B;25-50;sessile;Chlorophyta;Ulva spp.;non infested;Perna perna;1;51,8;4,44;17;DSC0401;
Kasouga;7;36;Perna perna;62;1167,8;M;L;B;25-50;semi-sessile;Gastropoda;Cymbula oculus;non infested;Perna perna;1;74,3;6,36;17;DSC0401;
Kasouga;7;36;Perna perna;62;1167,8;M;L;B;25-50;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;106,1;9,09;76,992;DSC0401;
Kasouga;7;36;Perna perna;62;1202;M;R;B;25-50;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;3;18,6;1,55;4,933;DSC0400;
Kasouga;7;36;Perna perna;62;1202;M;R;B;25-50;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;18,2;1,51;;DSC0400;
Kasouga;7;36;Perna perna;62;1202;M;R;B;25-50;sessile;Rhodophyta;Rhodophyta;non infested;Perna perna;2;9;0,75;0;DSC0400;
Kasouga;7;37;Perna perna;103;2680,7;M;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;1;3,9;0,15;0;DSC0403;
Kasouga;7;37;Perna perna;103;2680,7;M;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;3,8;0,14;0;DSC0403;
Kasouga;7;37;Perna perna;103;2680,7;M;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;1;47,1;1,76;2,6;DSC0403;
Kasouga;7;37;Perna perna;103;2680,7;M;L;D;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;2;92,6;3,45;4,4;DSC0403;
Kasouga;7;37;Perna perna;103;2735,2;M;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;2,5;0,09;0;DSC0402;
Kasouga;7;37;Perna perna;103;2735,2;M;R;D;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;1;95,6;3,5;3,7;DSC0402;
Kasouga;7;37;Perna perna;103;2735,2;M;R;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;188,6;6,9;;DSC0402;
Kasouga;7;38;Perna perna;96;2275,1;M;L;D;75-100;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;598,6;26,31;82,2;DSC0405;
Kasouga;7;38;Perna perna;96;2273,1;M;R;D;75-100;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;262,8;11,56;41,3;DSC0404;
Kasouga;7;38;Perna perna;96;2273,1;M;R;D;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;5,4;0,24;;DSC0404;
Kasouga;7;38;Perna perna;96;2273,1;M;R;D;75-100;sessile;Rhodophyta;Rhodophyta;II epibiosis;Ralfsia verrucosa;7;31,5;1,39;0;DSC0404;
Kasouga;7;39;Perna perna;48;834,2;F;L;A;0-25;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;10;0;0;0;DSC0407;
Kasouga;7;39;Perna perna;48;851,8;F;R;A;0-25;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;9;0;0;0;DSC0406;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Chlorophyta;Ulva spp.;II epibiosis;Tetraclita serrata;1;7,6;0,41;0;DSC0409;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Chlorophyta;Ulva spp.;infested;Perna perna;2;1,1;0,06;0;DSC0409;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;1;1,2;0,07;0;DSC0409;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;3;2,6;0,14;0;DSC0409;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;II epibiosis;Tetraclita serrata;2;0;0;0;DSC0409;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;7;415,5;22,64;45,9;DSC0409;
Kasouga;7;40;Perna perna;84;1835,4;N;L;D;75-100;sessile;Rhodophyta;Rhodophyta;II epibiosis;Tetraclita serrata;2;9;0,49;0;DSC0409;
Kasouga;7;40;Perna perna;84;1852,7;N;R;D;75-100;sessile;Chlorophyta;Ulva spp.;infested;Perna perna;2;3,6;0,19;0;DSC0408;
Kasouga;7;40;Perna perna;84;1852,7;N;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Octomeris angulosa;3;3,6;0,19;0;DSC0408;
Kasouga;7;40;Perna perna;84;1852,7;N;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;5,6;0,3;0;DSC0408;
Kasouga;7;40;Perna perna;84;1852,7;N;R;D;75-100;sessile;Cirripedia;Octomeris angulosa;infested;Perna perna;1;25,7;1,39;6;DSC0408;
Kasouga;7;40;Perna perna;84;1852,7;N;R;D;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;1;41,5;2,24;2,3;DSC0408;
Kasouga;7;41;Perna perna;72;1538,3;F;L;C;50-75;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0411;
Kasouga;7;41;Perna perna;72;1549,2;F;R;C;50-75;sessile;Chlorophyta;Ulva spp.;infested;Perna perna;4;0;0;0;DSC0410;
Kasouga;7;41;Perna perna;72;1549,2;F;R;C;50-75;sessile;Rhodophyta;Hildenbrandia lecannellieri;non infested;Perna perna;1;55,6;3,59;6,725;DSC0410;
Kasouga;7;42;Perna perna;112;2867,6;M;L;C;75-100;sessile;Bryozoa;Bryozoa;infested;Perna perna;1;36,672;1,28;12,743;DSC0413;
Kasouga;7;42;Perna perna;112;2867,6;M;L;C;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;1;54,4;1,9;1,8;DSC0413;
Kasouga;7;42;Perna perna;112;2867,6;M;L;C;75-100;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;38,4;1,34;;DSC0413;
Kasouga;7;42;Perna perna;112;2867,6;M;L;C;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;1;17,6;0,61;4,575;DSC0413;
Kasouga;7;42;Perna perna;112;2867,6;M;L;C;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;19;23,8;0,83;0;DSC0413;
Kasouga;7;42;Perna perna;112;2849,5;M;R;D;75-100;sessile;Cirripedia;Chthamalus dentatus;non infested;Perna perna;9;87,2;3,06;4,6;DSC0412;
Kasouga;7;42;Perna perna;112;2849,5;M;R;D;75-100;sessile;Rhodophyta;Corallinales;non infested;Perna perna;1;37,2;1,31;;DSC0412;
Kasouga;7;43;Perna perna;45;714,9;N;L;A;0;no epibiont;no epibiont;no epibiont;no epibiont;no epibiont;0;0;0;0;DSC0415;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;sessile;Bivalvia;Perna perna;II epibiosis;Gelidium pristoides;8;;;;DSC0417;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;sessile;Chlorophyta;Ulva spp.;II epibiosis;Gelidium pristoides;1;16,2;0,62;0;DSC0417;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;3;204,5;7,89;13,1;DSC0418;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;mobile;Errantia;Nereididae;II epibiosis;Gelidium pristoides;1;0;0;5,5;DSC0417;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;mobile;Errantia;Syllidae;II epibiosis;Gelidium pristoides;3;0;0;0,4;DSC0417;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;mobile;Nemertea;Nemertea;II epibiosis;Gelidium pristoides;1;0;0;;DSC0417;ID - purple and white, w/ eye spots
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;2;157;6,05;29,9;DSC0418;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;sessile;Rhodophyta;Corallinales;infested;Perna perna;1;11,9;0,46;;DSC0418;
Kasouga;7;44;Perna perna;104;2593,2;M;L;D;50-75;sessile;Rhodophyta;Gelidium pristoides;infested;Perna perna;1;968,7;37,36;1570,8;DSC0417;
Kasouga;7;44;Perna perna;104;2650,7;M;R;D;75-100;semi-sessile;Platyhelminthes;Notocomplana erythrotaenia;non infested;Perna perna;1;3,6;0,14;0,6;DSC0416;
Kasouga;7;44;Perna perna;104;2650,7;M;R;D;75-100;sessile;Rhodophyta;Corallinales;non infested;Perna perna;2;10;0,38;;DSC0416;
Kasouga;7;45;Perna perna;89;1920,3;M;L;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;2;0,1;0;DSC0420;
Kasouga;7;45;Perna perna;89;1891,1;M;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;2;2,6;0,14;0;DSC0419;
Kasouga;7;45;Perna perna;89;1891,1;M;R;D;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;2;94,6;5;9;DSC0419;
Kasouga;7;45;Perna perna;89;1891,1;M;R;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;2;0,11;0;DSC0419;
Kasouga;7;46;Perna perna;91;2154,4;F;L;C;75-100;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;150,8;7;9;DSC0422;
Kasouga;7;46;Perna perna;91;2154,4;F;L;C;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;2;32,4;1,5;0;DSC0422;
Kasouga;7;46;Perna perna;91;2154,4;F;L;C;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;2;4;0,19;0;DSC0422;around SPIKRA
Kasouga;7;46;Perna perna;91;2157,2;F;R;C;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;9;9;0,42;0;DSC0421;
Kasouga;7;46;Perna perna;91;2157,2;F;R;C;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;6;6;0,28;0;DSC0421;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;4;4,8;0,18;0;DSC1153;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;II epibiosis;Tetraclita serrata;12;0;0;0;DSC1153;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;3;387,8;14,91;122,8;DSC1153;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;3;250,5;9,63;121,9;DSC1153;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;mobile;Errantia;Pseudonereis variegata;II epibiosis;Gelidium pristoides;1;0;0;1,667;DSC1153;in GELPRI
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;26,5;1,02;3,25;DSC1153;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Rhodophyta;Gelidium pristoides;II epibiosis;Tetraclita serrata;2;50,1;1,93;249,546;DSC1153;
Kasouga;7;47;Perna perna;99;2601,6;M;L;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;1;0,7;0,03;0;DSC1153;
Kasouga;7;47;Perna perna;99;2598,6;M;R;D;100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;2;0,7;0,03;0;DSC1152;
Kasouga;7;47;Perna perna;99;2598,6;M;R;D;100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;2;0,4;0,02;0;DSC1152;
Kasouga;7;47;Perna perna;99;2598,6;M;R;D;100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;2;86;3,31;4;DSC1152;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Bivalvia;Perna perna;infested;Perna perna;1;10,7;0,49;32,941;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Cirripedia;Chthamalus dentatus;II epibiosis;Tetraclita serrata;3;11,6;0,53;;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Cirripedia;Chthamalus dentatus;infested;Perna perna;4;17;0,78;;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;17;20,4;0,94;0;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;II epibiosis;Tetraclita serrata;1;3,3;0,15;0;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;4;196,7;9,05;10,492;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;32,3;1,49;1,708;DSC1155;
Kasouga;7;48;Perna perna;95;2173,2;F;L;D;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;1;5,6;0,26;0;DSC1155;
Kasouga;7;48;Perna perna;95;2184,7;F;R;D;100;sessile;Bivalvia;Perna perna;infested;Perna perna;1;19,1;0,87;15,4;DSC1154;
Kasouga;7;48;Perna perna;95;2184,7;F;R;D;100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;12;10,4;0,48;0;DSC1154;
Kasouga;7;49;Perna perna;100;2471,7;M;L;D;75-100;sessile;Bryozoa;Bryozoa;infested;Perna perna;1;83,7;3,39;48,2;DSC1157;
Kasouga;7;49;Perna perna;100;2471,7;M;L;D;75-100;sessile;Sedentaria;Spirobranchus kraussii;infested;Perna perna;4;23,1;0,93;2,5;DSC1157;
Kasouga;7;49;Perna perna;100;2471,7;M;L;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;30;50;2,02;0;DSC1157;
Kasouga;7;49;Perna perna;100;2452,5;M;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;3;3,6;0,15;0;DSC1156;
Kasouga;7;49;Perna perna;100;2452,5;M;R;D;75-100;sessile;Sedentaria;Spirorbis spp.;infested;Perna perna;34;8,3;0,34;0;DSC1156;
Kasouga;7;50;Perna perna;94;2180;F;L;D;100;sessile;Chlorophyta;Ulva spp.;II epibiosis;Tetraclita serrata;3;103,3;4,74;50,344;DSC1159;
Kasouga;7;50;Perna perna;94;2180;F;L;D;100;sessile;Chlorophyta;Ulva spp.;infested;Perna perna;1;74,3;3,41;36,456;DSC1159;
Kasouga;7;50;Perna perna;94;2180;F;L;D;100;sessile;Cirripedia;Chthamalus dentatus;infested;Perna perna;3;4,2;0,19;;DSC1159;
Kasouga;7;50;Perna perna;94;2180;F;L;D;100;sessile;Cirripedia;Juvenile barnacle;II epibiosis;Tetraclita serrata;8;9,6;0,44;0;DSC1159;
Kasouga;7;50;Perna perna;94;2180;F;L;D;100;sessile;Cirripedia;Tetraclita serrata;infested;Perna perna;11;631,6;28,97;130,7;DSC1159;and on TETSER
Kasouga;7;50;Perna perna;94;2173,1;F;L;D;75-100;sessile;Ochrophyta;Ralfsia verrucosa;infested;Perna perna;1;10;0,46;74;DSC1159;and on TETSER
Kasouga;7;50;Perna perna;94;2180;F;L;D;100;sessile;Rhodophyta;Gelidium pristoides;II epibiosis;Tetraclita serrata;2;451,275;20,7;11,5;DSC1159;
Kasouga;7;50;Perna perna;94;2173,1;F;R;D;75-100;sessile;Cirripedia;Chthamalus dentatus;infested;Perna perna;2;4,1;0,19;;DSC1158;
Kasouga;7;50;Perna perna;94;2173,1;F;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;3;1,2;0,06;0;DSC1158;
Kasouga;7;50;Perna perna;94;2173,1;F;R;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;5;1;0,05;0;DSC1158;
Kasouga;7;50;Perna perna;94;2173,1;F;R;D;75-100;sessile;Ochrophyta;Ralfsia verrucosa;non infested;Perna perna;1;21,9;1,01;3,25;DSC1158;
Kasouga;7;51;Perna perna;85;2089,3;M;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;1;0,3;0,01;0;DSC1161;
Kasouga;7;51;Perna perna;85;2132;M;R;D;75-100;sessile;Bryozoa;Bryozoa;infested;Perna perna;1;13,7;0,64;9,9;DSC1160;
Kasouga;7;51;Perna perna;85;2132;M;R;D;75-100;sessile;Cirripedia;Chthamalus dentatus;non infested;Perna perna;1;2,5;0,12;;DSC1160;
Kasouga;7;51;Perna perna;85;2132;M;R;D;75-100;sessile;Cirripedia;Tetraclita serrata;non infested;Perna perna;1;73,6;3,45;3,1;DSC1160;
Kasouga;7;52;Perna perna;108;2836,1;M;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;infested;Perna perna;5;1;0,04;0;DSC1163;
Kasouga;7;52;Perna perna;108;2836,1;M;L;D;75-100;sessile;Cirripedia;Juvenile barnacle;non infested;Perna perna;11;1,8;0,06;0;DSC1163;
